x_utm,y_utm,depth,
469900.605803,1324459.36257,0.6
470168.190535,1324187.03059,7.0
470450.103228,1324143.79445,0.9
470492.593351,1324344.22169,7.8
470408.247056,1324587.7313,3.9
470591.599387,1324673.46657,7.0
470661.234271,1323799.9266,3.3
471140.852309,1324100.16564,3.6
471592.008223,1324128.37424,7.0
471789.712908,1324486.16803,2.7
472043.336306,1324342.739,2.4
472085.296788,1323984.7201,7.9
471140.384936,1323613.3132,5.2
472338.425267,1323297.16507,4.5
472309.820362,1322853.29671,3.3
471605.159419,1323126.01812,3.6
471492.210728,1322954.29466,5.5
471055.259426,1323054.94627,3.0
471040.954397,1322840.17211,9.0
470378.373136,1322883.77478,7.3
469757.556003,1322397.53941,0.3
469348.303115,1322011.33484,2.1
469898.269823,1322125.33352,0.9
469559.278092,1321509.94875,3.0
469248.208306,1320636.7937,0.3
469671.551159,1320994.34447,0.8
469797.540426,1320092.10915,3.0
469754.767489,1319619.61905,0.9
470008.480076,1319533.45065,2.7
470050.97892,1319733.87688,0.6
470445.774229,1319733.48742,2.1
470601.207402,1320076.99563,2.0
470559.132129,1320306.14349,0.6
470743.079761,1320978.96574,0.3
470545.92831,1321222.58394,1.2
470828.035748,1321351.18207,18.0
471391.644883,1320978.34294,0.6
472039.837713,1320576.79783,0.3
471771.452589,1320047.23896,1.5
471051.874409,1319532.43126,0.3
471756.977421,1319646.31606,2.1
472504.922579,1320361.5826,1.2
472391.601981,1319788.91998,5.8
472673.636584,1319831.62056,3.0
473096.399485,1319573.49584,0.3
473336.553195,1320088.77174,3.3
473745.342841,1319973.85987,1.5
473266.651901,1320761.83364,0.9
473463.941526,1320647.10607,3.3
473915.047061,1320560.79738,8.6
472776.297492,1324213.19335,11.2
473100.749856,1324442.00819,8.5
473298.218031,1324556.38556,2.1
473213.020166,1323869.14053,8.5
473381.801585,1323425.0961,8.5
473240.667955,1323253.39124,2.1
473804.569123,1323224.25648,1.2
473706.119844,1323496.40665,12.5
473904.051689,1324140.59707,19.6
474101.864219,1324655.91636,15.8
474383.350136,1324111.54639,25.5
474453.169665,1323323.93272,22.0
474156.912452,1323095.07918,7.8
474438.670012,1322851.41269,0.9
474635.913876,1322693.73502,7.9
474692.500208,1322922.79389,16.1
475384.711811,1324626.19957,27.5
475920.163981,1324310.7441,36.0
475552.880174,1323394.61446,38.0
475467.859661,1322864.87502,34.0
475312.132108,1322077.44924,18.6
475748.799247,1321590.24358,23.5
475283.159082,1321132.40972,9.7
475607.404268,1321089.18803,10.0
475748.626297,1321375.45669,20.0
476101.26065,1321575.64268,30.0
475945.829515,1321146.19245,15.8
476001.952267,1320802.4886,6.7
475987.373865,1320201.09699,4.8
475352.811605,1320101.37521,2.7
476099.852547,1319800.07229,1.2
474295.267123,1320016.34347,1.8
473703.068759,1320002.53499,1.5
474182.690542,1320274.18413,3.3
474324.198299,1320875.46716,1.2
476339.683044,1319971.71256,7.0
476438.06745,1319570.70034,2.4
476832.852239,1319556.07542,22.0
476622.064948,1320472.66137,23.5
477002.760384,1320486.68762,44.0
476848.238883,1321231.40016,45.0
476580.968978,1322019.15888,44.0
476609.956599,1323035.79511,47.0
476947.579112,1322076.15245,50.0
477174.635621,1324023.38213,51.0
477921.01775,1322934.57034,58.0
477835.373789,1321502.72088,50.0
478116.09442,1319769.90358,56.0
479302.135081,1322188.99439,66.0
479556.970602,1323749.60407,66.0
479866.740261,1323176.63023,60.0
480217.923283,1321243.31793,69.0
480386.142707,1319754.02269,73.0
481331.827037,1321371.47883,73.0
481262.241314,1322832.06997,71.0
481093.953164,1324249.76732,69.0
476677.056552,1318654.09184,2.8
476944.54628,1318109.76067,6.4
477028.735624,1317565.57106,3.9
477211.926986,1317407.92237,14.0
478509.205203,1317406.97178,67.0
480469.934792,1318508.20873,73.0
482983.212602,1324563.65854,73.0
482714.562102,1323174.85881,73.0
482516.090568,1321284.85363,75.0
481951.238518,1319796.00264,76.0
482965.229148,1317690.51171,82.0
484460.888945,1319608.45735,80.0
484236.153688,1321255.26622,78.0
484194.86419,1323174.04453,75.0
485520.727716,1324505.05216,43.0
485873.070448,1324304.41717,50.0
486789.362155,1324189.44772,47.0
485604.791453,1323416.76109,78.0
485914.216614,1321855.83549,80.0
486110.767015,1320051.54293,82.0
487266.28431,1318518.89588,85.0
490410.40758,1317773.14467,88.0
489141.893303,1319277.07128,84.0
488226.12032,1321124.571,82.0
487437.218632,1322671.3481,80.0
488269.746269,1324532.49135,55.0
489087.003453,1323443.93395,78.0
489988.744109,1321854.20501,80.0
490496.921581,1323830.07005,75.0
490933.874886,1323572.19198,72.0
491172.498068,1320020.99806,83.0
492962.684042,1318058.82225,86.0
492977.337814,1320435.77538,82.0
495063.847981,1319246.88313,84.0
497362.000387,1317728.78061,85.0
494810.30345,1320721.78453,75.0
493654.493109,1322268.46144,63.0
492414.110315,1323399.95343,67.0
491455.586509,1323887.05854,59.0
491765.897756,1324474.05357,44.0
492357.911342,1324158.87777,35.0
492851.215505,1323686.22745,39.0
493415.072488,1323428.3557,34.0
493598.23315,1322898.51131,45.0
494232.660527,1322941.34013,33.0
495106.512675,1321494.96247,41.0
496022.790988,1320377.94361,41.0
497192.964781,1319575.94712,36.0
497291.620631,1319103.41083,50.0
498306.785785,1318516.25767,41.0
499505.288264,1317385.01369,41.0
492231.13645,1324559.84407,23.0
493443.340215,1323757.68777,26.0
494021.267482,1323342.31476,29.0
494782.499554,1322998.51593,25.5
495980.638021,1321466.19507,26.0
496544.4713,1320406.51733,23.0
498236.327226,1319246.53088,27.0
499519.406812,1318501.89501,24.0
499942.413193,1317857.53641,27.0
499956.514407,1318315.74424,17.0
499265.611653,1318888.51315,19.0
498433.743756,1319590.17618,13.0
498067.176066,1319991.12978,14.0
498306.868556,1319991.11536,10.0
497094.34102,1320349.18324,13.2
495882.024259,1322038.96968,16.9
495205.48298,1323241.86932,15.0
494514.778262,1323786.1113,17.0
493950.812072,1323514.15747,18.0
493725.320146,1323872.18004,8.6
493542.0925,1324072.68564,16.0
493231.95379,1324115.71106,11.2
492541.297635,1324631.36081,15.0
492921.866539,1324373.52559,6.0
493189.71605,1324359.14463,1.6
493401.238593,1324631.15962,1.8
493584.510799,1324659.75806,9.0
494345.739523,1324502.09547,10.0
494698.19346,1324602.26464,5.0
494881.437738,1324473.36132,7.4
495050.569555,1324244.22806,0.4
494909.562326,1324058.10389,4.0
495233.83115,1324201.24127,5.8
495374.840105,1324416.00509,0.8
495501.610355,1323700.03314,8.8
495755.310555,1323270.42479,7.2
496008.966739,1322454.20465,8.0
496319.047659,1321766.85144,0.4
496502.304526,1321537.72511,3.2
497587.817429,1320320.50167,7.5
497912.099765,1320263.2014,4.5
498349.168798,1320019.75105,10.0
498588.859717,1319991.10085,7.4
498997.747372,1320005.4035,3.7
498870.837472,1319633.11368,8.0
499124.618814,1319160.57799,2.5
499942.414504,1318544.84824,5.6
500774.358024,1317385.01956,14.2
500929.455097,1317757.3177,2.2
505568.622234,1317385.5228,1.2
505455.686677,1318101.45209,1.1
505709.481169,1318173.09402,11.1
505455.627169,1318430.78915,4.5
504990.118633,1319633.50535,6.9
504186.241216,1321022.32794,4.7
503410.720594,1321652.26737,8.2
503593.979131,1321867.07416,10.0
503579.836177,1322239.36737,5.9
502917.17441,1322568.6337,0.5
503509.256803,1322983.94911,2.5
503184.886925,1324043.52252,2.7
503593.684874,1324329.94969,5.0
503762.892857,1324029.27027,5.6
504115.354191,1323886.12593,4.1
504002.585644,1323785.87735,9.1
504016.727424,1323456.5411,5.9
504143.67002,1323012.66789,11.6
503833.516284,1322969.66964,5.5
504045.031127,1322654.67841,8.3
503551.640851,1322225.045,5.9
503368.421044,1321680.90067,8.2
503622.183385,1321809.80141,10.0
504087.43107,1321881.45614,17.8
503960.593836,1321494.82534,13.0
504242.579045,1321437.58762,9.8
504538.750534,1320807.5936,15.8
504708.043571,1320148.94458,13.2
505173.481419,1319246.9229,12.0
506174.879713,1317757.93457,26.0
505681.148297,1318874.71995,25.5
505384.91106,1319633.57325,24.0
505032.288769,1320406.73933,25.6
504764.230974,1321480.62271,27.5
504961.492383,1322225.24437,27.0
504355.06757,1323528.18344,23.5
504538.171696,1324645.09676,27.5
504622.903548,1323685.73297,31.0
505116.62474,1321938.8896,30.0
505496.901061,1324058.17547,35.0
505863.800271,1322211.08758,37.0
505652.599203,1320736.18683,35.0
506442.629342,1318516.89768,35.0
506653.890018,1319619.50749,37.0
506836.845614,1321123.04605,36.0
507401.720406,1317400.23526,36.0
507188.88042,1322970.28435,38.0
506483.721761,1324129.96743,39.0
507808.790903,1324545.53536,41.0
508697.260819,1323400.25431,39.0
508613.099229,1321911.04876,34.0
508232.873348,1320307.21037,40.0
507951.273707,1318832.27564,35.0
508755.303923,1317715.61529,33.0
509557.014312,1324102.14941,43.0
510558.344652,1322971.27825,44.0
